model,prompt,row_type,estimate,loco_min,loco_max,loco_note,loco_estimate_campaign_a,loco_estimate_campaign_b,loco_estimate_campaign_c,p_clustered_webb,n_distinct_abs_t_star,clustered_method_note,question_id,family
Gemma-3-27B,Detailed,auc_by_model_x_prompt,0.7978053822584813,0.7884306014836,0.8150284900284901,,0.7884306014836,0.8150284900284901,0.795466221423067,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Gemma-3-27B,Grid-Overlay,auc_by_model_x_prompt,0.5380556313062449,0.5210551181102362,0.5616301614420364,,0.5210551181102362,0.5616301614420364,0.5311140309309439,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Gemma-3-27B,Point-Hint,auc_by_model_x_prompt,0.43964126169891127,0.43246390312063343,0.4554697875166003,,0.43246390312063343,0.4554697875166003,0.43434107289480883,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Gemma-3-27B,Short,auc_by_model_x_prompt,0.602415735817765,0.5847511027095148,0.6293352601156069,,0.6293352601156069,0.5847511027095148,0.5921324706510138,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Gemma-3-27B,Detailed,spearman_confidence_vs_abs_e,-0.38193562151866617,-0.3973815726188701,-0.36124076560806845,,-0.3973815726188701,-0.36124076560806845,-0.38852805954769987,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Gemma-3-27B,Grid-Overlay,spearman_confidence_vs_abs_e,0.053663469666948384,0.004869458216570981,0.07592525405370915,,0.062357859195706626,0.004869458216570981,0.07592525405370915,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Gemma-3-27B,Point-Hint,spearman_confidence_vs_abs_e,0.12804098490472698,0.06895386086456681,0.15610566356628391,,0.15610566356628391,0.06895386086456681,0.13713072518038827,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Gemma-3-27B,Short,spearman_confidence_vs_abs_e,-0.22761356109801884,-0.24628916574782164,-0.20974935376817438,,-0.2423070181711762,-0.24628916574782164,-0.20974935376817438,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Maverick,,headline,0.6891778152791224,0.6552589028828061,0.7187349165442598,,0.7187349165442598,0.6552589028828061,0.6876064167327709,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Maverick,Detailed,auc_by_model_x_prompt,0.6184710629029193,0.612926409555623,0.6311952934423877,,0.6210306308837994,0.6311952934423877,0.612926409555623,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Maverick,Grid-Overlay,auc_by_model_x_prompt,0.7366535692438003,0.7052671755725191,0.7578471568759242,,0.7578471568759242,0.7052671755725191,0.7380588428665351,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Maverick,Point-Hint,auc_by_model_x_prompt,0.6983553364527629,0.6401018555869302,0.7439372325249644,,0.7439372325249644,0.6401018555869302,0.6979172122418338,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Maverick,Short,auc_by_model_x_prompt,0.7032312925170068,0.6444712869293875,0.7521246458923513,,0.7521246458923513,0.6444712869293875,0.7015232022670917,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Maverick,Detailed,spearman_confidence_vs_abs_e,-0.5354480134861184,-0.5949051366092114,-0.44715243904285507,,-0.5949051366092114,-0.44715243904285507,-0.5324144686032617,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Maverick,Grid-Overlay,spearman_confidence_vs_abs_e,-0.6946317022348184,-0.7748200899650749,-0.5553296824801183,,-0.7748200899650749,-0.5553296824801183,-0.6972764107768161,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Maverick,Point-Hint,spearman_confidence_vs_abs_e,-0.6688077327132943,-0.7316580029487008,-0.5296704565670194,,-0.7316580029487008,-0.5296704565670194,-0.674911406517061,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Maverick,Short,spearman_confidence_vs_abs_e,-0.6559113158919048,-0.7049484330717601,-0.5145906436300476,,-0.7049484330717601,-0.5145906436300476,-0.6681616763094057,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Scout,,headline,0.6133865594497774,0.5490127480180869,0.6721072835700601,,0.6721072835700601,0.5490127480180869,0.6061812427653391,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Scout,Detailed,auc_by_model_x_prompt,0.552556473593333,0.49768270944741533,0.6162696039340776,,0.6162696039340776,0.49768270944741533,0.5372891141817043,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Scout,Grid-Overlay,auc_by_model_x_prompt,0.6226574193140375,0.5530909354289646,0.6871345029239766,,0.6871345029239766,0.5530909354289646,0.613086387358232,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Scout,Point-Hint,auc_by_model_x_prompt,0.5839648472001413,0.5101166666666667,0.6447093889716841,,0.6447093889716841,0.5101166666666667,0.5807324482448245,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Scout,Short,auc_by_model_x_prompt,0.6943674976915974,0.6351606805293006,0.7403156384505021,,0.7403156384505021,0.6351606805293006,0.6936170212765957,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Scout,Detailed,spearman_confidence_vs_abs_e,-0.528835833292436,-0.6141216557967316,-0.3798008414308562,,-0.6141216557967316,-0.3798008414308562,-0.5204004825301715,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Scout,Grid-Overlay,spearman_confidence_vs_abs_e,-0.5077043544383137,-0.6270353724299584,-0.30851073425590986,,-0.6270353724299584,-0.30851073425590986,-0.5089969024370458,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Scout,Point-Hint,spearman_confidence_vs_abs_e,-0.4728708540343661,-0.5895885941633835,-0.25562757970062333,,-0.5895885941633835,-0.25562757970062333,-0.4654520675095443,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Llama-4-Scout,Short,spearman_confidence_vs_abs_e,-0.7252791321680863,-0.7530939736401014,-0.6095993069136543,,-0.7530939736401014,-0.6095993069136543,-0.7393216585504548,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Mistral-Small-3.2,,headline,0.46697885379152915,0.4594502756535315,0.47577698884606917,,0.47577698884606917,0.4594502756535315,0.46497363356849897,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Mistral-Small-3.2,Detailed,auc_by_model_x_prompt,0.4567108114128344,0.42442943642291575,0.4796534775803839,,0.42442943642291575,0.4580916030534351,0.4796534775803839,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Mistral-Small-3.2,Grid-Overlay,auc_by_model_x_prompt,0.5728706767087093,0.5557692307692308,0.5857723308668077,,0.5857723308668077,0.5557692307692308,0.5715217782577393,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Mistral-Small-3.2,Point-Hint,auc_by_model_x_prompt,0.3576221657016072,0.31705029057795264,0.4048742732009364,,0.4048742732009364,0.31705029057795264,0.34667707404103476,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Mistral-Small-3.2,Short,auc_by_model_x_prompt,0.48071176134296556,0.4620422043948378,0.5068899782135077,,0.48803191489361697,0.5068899782135077,0.4620422043948378,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Mistral-Small-3.2,Detailed,spearman_confidence_vs_abs_e,0.00407065340383397,-0.0310466548037182,0.04142806358519756,,0.04142806358519756,-0.0310466548037182,-0.0037179602883693538,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Mistral-Small-3.2,Grid-Overlay,spearman_confidence_vs_abs_e,-0.41389922064823265,-0.4736648940021578,-0.32158184871784035,,-0.4736648940021578,-0.32158184871784035,-0.42113544717464624,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Mistral-Small-3.2,Point-Hint,spearman_confidence_vs_abs_e,-0.18407941917817888,-0.3243087787446663,-0.07162479239425482,,-0.3243087787446663,-0.07162479239425482,-0.1381064353278154,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Mistral-Small-3.2,Short,spearman_confidence_vs_abs_e,-0.2233411053794477,-0.32977826774127256,-0.1235084250753848,,-0.32977826774127256,-0.1235084250753848,-0.18671693352787097,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Qwen-2.5,,headline,0.615535531211866,0.5896376087721181,0.6394225642235378,,0.6394225642235378,0.5896376087721181,0.6111493646927084,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Qwen-2.5,Detailed,auc_by_model_x_prompt,0.6476817770889836,0.6103057667934093,0.6878026804820363,,0.6878026804820363,0.6103057667934093,0.6391002653138576,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Qwen-2.5,Grid-Overlay,auc_by_model_x_prompt,0.6202107279693487,0.5783730158730158,0.6544117647058824,,0.6544117647058824,0.5783730158730158,0.6178097345132743,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Qwen-2.5,Point-Hint,auc_by_model_x_prompt,0.4737826393789697,0.44329340141398277,0.5003131447096965,,0.5003131447096965,0.44329340141398277,0.47172796751850965,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Qwen-2.5,Short,auc_by_model_x_prompt,0.7204669804101622,0.7151626669965363,0.7265782510080645,,0.7151626669965363,0.7265782510080645,0.7159594914251922,,,No wild-cluster-bootstrap analogue exists for a rank statistic (AUC); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Qwen-2.5,Detailed,spearman_confidence_vs_abs_e,-0.6293225523408186,-0.6984575706675152,-0.5239065521246438,,-0.6984575706675152,-0.5239065521246438,-0.6202995966005956,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Qwen-2.5,Grid-Overlay,spearman_confidence_vs_abs_e,-0.6112609512450626,-0.7039452505822904,-0.45735939479164894,,-0.7039452505822904,-0.45735939479164894,-0.6112002623521403,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Qwen-2.5,Point-Hint,spearman_confidence_vs_abs_e,-0.3082705381521044,-0.43095458363307854,-0.13792522022196693,,-0.43095458363307854,-0.13792522022196693,-0.29800985802119156,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
Qwen-2.5,Short,spearman_confidence_vs_abs_e,-0.49411424101171947,-0.5406087549681118,-0.44183787375291533,,-0.5406087549681118,-0.44183787375291533,-0.4867546265836712,,,No wild-cluster-bootstrap analogue exists for a rank statistic (Spearman rho); the leave-one-campaign-out range is reported as the clustered companion directly.,Q5,G
