question_id,axis,configuration,covariate,contrast,estimand,estimate,ci_lo,ci_hi,ci_method,n_images,n_rooted_1,paired_views_of_one_frame,posthoc,family,note
Q3,model,Llama-4-Maverick,rooted_dead_alike_plants,rooted_1,bin_adjusted_ols_coefficient,6.3910089088480575,4.437208538098791,8.827199673211448,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Llama-4-Maverick,rooted_dead_alike_plants,rooted_2,bin_adjusted_ols_coefficient,4.406269755769541,3.3454235319465235,5.7565040848151705,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Llama-4-Maverick,non_rooted_plant_material,nonrooted_1,bin_adjusted_ols_coefficient,-0.11673055726859986,-0.8959475940346154,0.7371099928064235,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Llama-4-Maverick,non_rooted_plant_material,nonrooted_2,bin_adjusted_ols_coefficient,2.7295928585817584,1.5216994668624715,4.016384743271848,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Llama-4-Maverick,obliquity,obliquity_z,bin_adjusted_ols_coefficient,0.5028569762390654,-0.24804236944748695,1.2899293551619166,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Llama-4-Scout,rooted_dead_alike_plants,rooted_1,bin_adjusted_ols_coefficient,5.342287764826151,3.6725042984632412,7.22918120914626,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Llama-4-Scout,rooted_dead_alike_plants,rooted_2,bin_adjusted_ols_coefficient,5.2415329188741895,4.127293929803846,6.634820397406597,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Llama-4-Scout,non_rooted_plant_material,nonrooted_1,bin_adjusted_ols_coefficient,-0.04301321880000455,-0.8986015534343736,0.8098227962584357,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Llama-4-Scout,non_rooted_plant_material,nonrooted_2,bin_adjusted_ols_coefficient,2.0270365358032567,0.8114416897946541,3.1938206363540416,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Llama-4-Scout,obliquity,obliquity_z,bin_adjusted_ols_coefficient,0.4921363786430883,-0.2168792634249656,1.204054206933763,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Mistral-Small-3.2,rooted_dead_alike_plants,rooted_1,bin_adjusted_ols_coefficient,4.824558665573978,2.981920195054848,6.94885357052154,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Mistral-Small-3.2,rooted_dead_alike_plants,rooted_2,bin_adjusted_ols_coefficient,0.5206856396264365,-0.5537528629088065,1.7173425459919494,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Mistral-Small-3.2,non_rooted_plant_material,nonrooted_1,bin_adjusted_ols_coefficient,-0.12034227257495973,-0.9422856657075263,0.7657201050816731,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Mistral-Small-3.2,non_rooted_plant_material,nonrooted_2,bin_adjusted_ols_coefficient,2.608066788246346,1.4385371229260215,3.8250328574078374,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Mistral-Small-3.2,obliquity,obliquity_z,bin_adjusted_ols_coefficient,0.5873286733594182,-0.019771111928750914,1.2032282425979306,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Qwen-2.5,rooted_dead_alike_plants,rooted_1,bin_adjusted_ols_coefficient,6.650222477017639,4.309589188204293,9.307108632522647,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Qwen-2.5,rooted_dead_alike_plants,rooted_2,bin_adjusted_ols_coefficient,2.6117587945164797,1.3685990091788627,3.8310519188215,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Qwen-2.5,non_rooted_plant_material,nonrooted_1,bin_adjusted_ols_coefficient,0.5616993047851929,-0.31232302151247254,1.3718146968829565,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Qwen-2.5,non_rooted_plant_material,nonrooted_2,bin_adjusted_ols_coefficient,2.9941134790518,1.6764348805151403,4.342358683087505,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,model,Qwen-2.5,obliquity,obliquity_z,bin_adjusted_ols_coefficient,0.5360581940538484,-0.06521832571983442,1.1866154580658064,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Detailed,rooted_dead_alike_plants,rooted_1,bin_adjusted_ols_coefficient,3.6510841659060045,2.510576987296503,4.903066774266549,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Detailed,rooted_dead_alike_plants,rooted_2,bin_adjusted_ols_coefficient,3.769959593630312,2.840645781685554,4.951471874695322,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Detailed,non_rooted_plant_material,nonrooted_1,bin_adjusted_ols_coefficient,0.27293721364348666,-0.32010698250041514,0.9164123166924781,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Detailed,non_rooted_plant_material,nonrooted_2,bin_adjusted_ols_coefficient,1.8207523860279902,0.8736478431982192,2.693069217439507,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Detailed,obliquity,obliquity_z,bin_adjusted_ols_coefficient,0.05718969338719241,-0.7973759534414303,0.7190827608655526,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Grid-Overlay,rooted_dead_alike_plants,rooted_1,bin_adjusted_ols_coefficient,6.644683705910697,4.73365315910893,8.864000942017753,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Grid-Overlay,rooted_dead_alike_plants,rooted_2,bin_adjusted_ols_coefficient,2.6400041725354657,1.6374457221968002,3.804794083165765,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Grid-Overlay,non_rooted_plant_material,nonrooted_1,bin_adjusted_ols_coefficient,0.4571140669762128,-0.3068240082883395,1.1946358059016968,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Grid-Overlay,non_rooted_plant_material,nonrooted_2,bin_adjusted_ols_coefficient,4.313925715941924,3.165349853500048,5.442697099435916,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Grid-Overlay,obliquity,obliquity_z,bin_adjusted_ols_coefficient,0.8368428298080994,0.27916022240648625,1.4411547846363149,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
Q3,prompt,Point-Hint,rooted_dead_alike_plants,rooted_1,bin_adjusted_ols_coefficient,6.080145374958002,4.096904929763378,8.418015531461318,BCa,1155,94,True,True,"none (descriptive, post-hoc)","Every row is the bin-adjusted OLS coefficient (net of the four bin dummies and the other two covariate blocks), the same estimand Q3_covariate_models.csv reports pooled -- never the raw, bin-unadjusted mean difference between two groups. Every row built from the rooted_1 contrast uses the same 94 images (rooted_dead_alike_plants == 1 is fixed by the annotation, independent of model or prompt); the per-model and per-prompt estimates are paired views of one 1,155-image frame, not independent estimates. No sentence may treat the spread across models or prompts as sampling variation, and no difference between two per-model or per-prompt coefficients is a test."
