question_id,row_type,contrast,test_type,estimate,ci_lo,ci_hi,ci_method,n,balanced_mae_interval_uncorrected,hodges_lehmann,rank_biserial,win_rate_a,win_rate_b,tie_rate,skew_d,symmetry_violated,tie_burden_exceeded,zero_share,bootstrap_empty_bin_violations,switch_to_stratified_bootstrap,c1_serving_confounded,family,family_size,stream_note,bin,mae_diff,bias_diff,bias_diff_ci_lo,bias_diff_ci_hi,bias_diff_ci_method,model,overall_mean_abs_e_diff,overall_mean_abs_e_diff_ci_lo,overall_mean_abs_e_diff_ci_hi,maverick_floor_delta,within_run_to_run_variability,prompt,cot_image,n_with_row,n_without_row,mae_with_row,mae_without_row,mae_difference
Q4,per_model_breakdown_uncorrected,rectified_minus_base,,-2.930592252081965,-4.286102795475622,-1.6169387788714817,BCa,1155.0,,,,,,,,,,,,,False,,,,,-2.930592252081965,,,,,Mistral-Small-3.2,0.8578354978354978,0.42390203133788407,1.3261394495711505,,,,,,,,,
Q4,per_model_breakdown_uncorrected,masked_gray_minus_base,,-1.620761962360426,-2.793752707077047,-0.4611713557781704,BCa,1155.0,,,,,,,,,,,,,False,,,,,-1.620761962360426,,,,,Qwen-2.5,0.6005627705627706,0.29424242424242425,0.9118331565289537,,,,,,,,,
Q4,per_model_breakdown_uncorrected,rectified_minus_base,,-0.5560998220733193,-1.7273620361911928,0.6902059059109774,BCa,1155.0,,,,,,,,,,,,,False,,,,,-0.5560998220733193,,,,,Qwen-2.5,0.38136363636363635,0.07874154192394979,0.677368158804989,,,,,,,,,
Q4,per_prompt_breakdown_uncorrected,masked_gray_minus_base,,-0.37659043125622915,-1.4740303352791964,0.7362247319160589,BCa,1155.0,,,,,,,,,,,,,False,,,,,-0.37659043125622915,,,,,,-0.0602020202020202,-0.292334707906958,0.16430723191680158,,,Detailed,,,,,,
Q4,per_prompt_breakdown_uncorrected,rectified_minus_base,,-0.49904096887422966,-1.5711199542616194,0.4838282064182816,BCa,1155.0,,,,,,,,,,,,,False,,,,,-0.49904096887422966,,,,,,-0.10270562770562769,-0.3262287706602267,0.11219200033384581,,,Detailed,,,,,,
Q4,per_prompt_breakdown_uncorrected,masked_gray_minus_base,,-2.103404239209688,-2.9457356236200516,-1.3058973277160197,BCa,1155.0,,,,,,,,,,,,,False,,,,,-2.103404239209688,,,,,,0.4365367965367965,0.1646467635837788,0.7018684929545926,,,Grid-Overlay,,,,,,
Q4,per_prompt_breakdown_uncorrected,rectified_minus_base,,-2.027689506472605,-2.8693981881779895,-1.249903642519692,BCa,1155.0,,,,,,,,,,,,,False,,,,,-2.027689506472605,,,,,,0.403105339105339,0.14163207136812644,0.6594984573681376,,,Grid-Overlay,,,,,,
Q4,per_prompt_breakdown_uncorrected,masked_gray_minus_base,,-1.7715913030851613,-2.6371195734248523,-0.9264803020623192,BCa,1155.0,,,,,,,,,,,,,False,,,,,-1.7715913030851613,,,,,,0.31782828282828274,0.06723677530139859,0.5577159177125037,,,Point-Hint,,,,,,
Q4,per_prompt_breakdown_uncorrected,rectified_minus_base,,-2.0020160553690154,-2.856479867533879,-1.19919005833182,BCa,1155.0,,,,,,,,,,,,,False,,,,,-2.0020160553690154,,,,,,0.22186435786435782,-0.02936915866884893,0.46424625944702513,,,Point-Hint,,,,,,
Q4,per_prompt_breakdown_uncorrected,masked_gray_minus_base,,-2.3188587043954456,-3.238025993452586,-1.4904167310281382,BCa,1155.0,,,,,,,,,,,,,False,,,,,-2.3188587043954456,,,,,,0.06702741702741699,-0.17955466543605247,0.31336961945828606,,,Short,,,,,,
Q4,per_prompt_breakdown_uncorrected,rectified_minus_base,,-2.216272557750324,-3.1051511158700107,-1.3746982256082072,BCa,1155.0,,,,,,,,,,,,,False,,,,,-2.216272557750324,,,,,,0.1511255411255411,-0.10433400968464744,0.4008423353675369,,,Short,,,,,,
Q4,chain_of_thought_sensitivity,Llama-4-Scout_Grid-Overlay_masked_gray_with_vs_without_cot_row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_20250116_090937.jpg,1155.0,1154.0,6.442640692640692,6.446490467937608,-0.0038497752969153254
