question_id,configuration,selection_metric,combination,repeat,is_ensemble,overall_mae,balanced_mae,overall_mae_rank,balanced_mae_rank,mae_bin_0-20,n_bin_0-20,mae_bin_20-40,n_bin_20-40,mae_bin_40-60,n_bin_40-60,mae_bin_60-80,n_bin_60-80,mae_bin_80-100,n_bin_80-100
Q2,Gemma-3-12B x Detailed,none,mean,15,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,16,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,17,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,18,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,19,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,20,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,21,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,22,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,23,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,24,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,25,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,26,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,27,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,28,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,29,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,30,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,31,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,32,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,33,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,34,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,35,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,36,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,37,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,38,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,39,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,40,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,41,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,42,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,43,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,44,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,45,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,46,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,47,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,48,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Detailed,none,mean,49,False,9.65969696969697,20.36248762974899,60.0,62.0,7.539067524115735,933,9.925925925925926,108,19.391304347826086,46,26.289473684210527,38,38.666666666666664,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,0,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,1,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,2,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,3,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,4,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,5,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,6,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,7,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,8,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,9,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,10,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,11,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,12,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,13,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,14,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,15,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,16,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,17,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,18,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,19,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,20,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,21,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,22,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,23,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,24,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,25,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,26,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,27,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,28,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,29,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,30,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,31,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,32,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,33,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,34,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,35,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,36,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,37,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,38,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,39,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,40,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,41,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,42,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,43,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,44,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,45,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,46,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,47,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,48,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Grid-Overlay,none,mean,49,False,10.774848484848485,15.737828512362345,64.0,57.0,9.905627009646278,933,10.592592592592593,108,11.434782608695652,46,16.289473684210527,38,30.466666666666665,30
Q2,Gemma-3-12B x Point-Hint,none,mean,0,False,8.751038961038962,14.264157003877102,53.0,44.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,1,False,8.751038961038962,14.264157003877102,53.0,45.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,2,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,3,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,4,False,8.751038961038962,14.264157003877102,53.0,44.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,5,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,6,False,8.751038961038962,14.264157003877102,53.0,45.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,7,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,8,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,9,False,8.751038961038962,14.264157003877102,53.0,44.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,10,False,8.751038961038962,14.264157003877102,53.0,45.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,11,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,12,False,8.751038961038962,14.264157003877102,53.0,44.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,13,False,8.751038961038962,14.264157003877102,53.0,45.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,14,False,8.751038961038962,14.264157003877102,53.0,44.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,15,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,16,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,17,False,8.751038961038962,14.264157003877102,53.0,45.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,18,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,19,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,20,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,21,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,22,False,8.751038961038962,14.264157003877102,53.0,44.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,23,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,24,False,8.751038961038962,14.264157003877102,53.0,45.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,25,False,8.751038961038962,14.264157003877102,53.0,45.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,26,False,8.751038961038962,14.264157003877102,53.0,45.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,27,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,28,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,29,False,8.751038961038962,14.264157003877102,53.0,45.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,30,False,8.751038961038962,14.264157003877102,53.0,46.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
Q2,Gemma-3-12B x Point-Hint,none,mean,31,False,8.751038961038962,14.264157003877102,53.0,44.0,7.289871382636636,933,13.601851851851851,108,13.08695652173913,46,14.342105263157896,38,23.0,30
